,Texto,Clase,Clase1,Clase2,Clase3,Clase4,Clase5,Predicción
9710,"['historian', 'late', '20th', 'centuri', 'emphasis', 'class', 'conflict', 'larg', 'marxist', 'perspect', 'fundament', 'drive', 'caus', 'revolut', '249', 'central', 'theme', 'argument', 'revolut', 'emerg']",4,714.0,1025.0,798.0,1060.0,659.0,2
9711,"['rise', 'bourgeoisi', 'support', 'sans-culott', 'fought', 'destroy', 'aristocraci', '250', 'howev', 'western', 'scholar', 'larg', 'abandon', 'marxist', 'interpret', '1990', 'year', '2000', 'mani', 'historian']",4,893.0,1021.0,1022.0,994.0,1251.0,3
9714,"['mark', 'end', 'earli', 'modern', 'period', 'start', 'around', '1500', 'often', 'seen', 'mark', 'dawn', 'modern', 'era', '253', 'within', 'franc', 'revolut', 'perman', 'crippl']",4,837.0,1121.0,1072.0,1100.0,1918.0,5
9715,"['power', 'aristocraci', 'drain', 'wealth', 'church', 'although', 'two', 'institut', 'surviv', 'despit', 'damag', 'sustain', 'collaps', 'first', 'empir', '1815', 'french', 'public', 'lost', 'right']",4,1087.0,1538.0,1382.0,1470.0,611.0,2
9716,"['privileg', 'earn', 'sinc', 'revolut', 'rememb', 'participatori', 'polit', 'characteris', 'period', 'one', 'historian', 'comment', 'thousand', 'men', 'even', 'mani', 'women', 'gain', 'firsthand', 'experi']",4,998.0,1008.0,980.0,1073.0,919.0,1
9724,"['spanish', 'american', 'necessarili', 'inevit', '5', 'restor', 'ferdinand', 'vii', '1814', 'king', 'reject', 'type', 'popular', 'sovereignti', 'seen', 'spanish', 'constitut', '1812', 'pass', 'cort']",4,425.0,618.0,1258.0,860.0,334.0,3
9725,"['cádiz', '–', 'parliamentari', 'regenc', 'place', 'ferdinand', 'vii', 'depos', 'liber', 'triennium', '1820', 'also', 'chang', 'posit', 'cádiz', 'constitut', 'separat', 'latin', 'american', 'increasingli']",4,701.0,774.0,946.0,913.0,786.0,3
9727,"['appear', 'across', 'spanish', 'domain', 'america', 'central', 'junta', 'fell', 'french', 'invas', 'although', 'variou', 'region', 'spanish', 'america', 'object', 'mani', 'crown', 'polici', 'littl']",4,674.0,997.0,1768.0,1556.0,928.0,3
9732,"['19th', 'centuri', '9', 'cuba', 'puerto', 'rico', 'remain', 'spanish', 'rule', 'spanish', '–', 'american', 'war', '1898', 'new', 'republ', 'begin', 'abolish', 'formal', 'system']",4,1188.0,1466.0,1934.0,1977.0,877.0,3
9733,"['racial', 'classif', 'hierarchi', 'casta', 'system', 'inquisit', 'nobl', 'titl', 'slaveri', 'abolish', 'immedi', 'end', 'new', 'nation', 'within', 'quarter', 'centuri', 'criollo', 'spanish', 'descent']",4,660.0,1049.0,1052.0,1023.0,491.0,2
9741,"['number', 'factor', 'identifi', 'first', 'increas', 'control', 'crown', 'oversea', 'empir', 'via', 'bourbon', 'reform', 'mid-eighteenth', 'centuri', 'introduc', 'chang', 'relationship', 'spanish', 'american', 'crown']",4,1002.0,1515.0,1556.0,1153.0,786.0,3
9742,"['languag', 'use', 'describ', 'oversea', 'empir', 'shift', 'kingdom', 'independ', 'stand', 'crown', 'coloni', 'subordin', 'spain', '13', 'effort', 'better', 'control', 'administr', 'economi', 'oversea']",4,1122.0,1246.0,1160.0,1009.0,803.0,2
9743,"['possess', 'crown', 'reintroduc', 'practic', 'appoint', 'outsid', 'almost', 'peninsular', 'royal', 'offic', 'throughout', 'empir', 'meant', 'spanish', 'american', 'elit', 'thwart', 'expect', 'ambit', ""crown'""]",4,543.0,788.0,1082.0,794.0,280.0,3
9744,"['regalist', 'secular', 'polici', 'bourbon', 'monarchi', 'aim', 'decreas', 'power', 'roman', 'cathol', 'church', 'crown', 'alreadi', 'expel', 'jesuit', '1767', 'saw', 'mani', 'creol', 'member']",4,1079.0,938.0,904.0,808.0,263.0,1
9746,"['15', 'could', 'directli', 'influenc', 'dictat', 'interact', 'popul', 'coloni', 'latin', 'america', 'either', 'legal', 'counsel', 'advisor', ';[', '16', 'direct', 'crown', 'would', 'need']",4,688.0,768.0,1023.0,815.0,802.0,3
9747,"['later', 'eighteenth', 'centuri', 'crown', 'sought', 'decreas', 'privileg', 'fuero', 'clergi', 'restrict', 'cleric', 'author', 'spiritu', 'matter', 'undermin', 'power', 'parish', 'priest', 'often', 'act']",4,762.0,1091.0,843.0,691.0,380.0,2
9748,"['agent', 'crown', 'rural', 'parish', '17', 'desacr', 'power', 'frontal', 'attack', 'clergi', 'crown', 'accord', 'william', 'b', 'taylor', 'undermin', 'legitimaci', 'sinc', 'parish', 'priest']",4,445.0,818.0,612.0,688.0,253.0,2
9749,"['econom', 'sphere', 'crown', 'sought', 'gain', 'control', 'church', 'revenu', 'church', 'function', 'one', 'largest', 'econom', 'institut', 'within', 'coloni', 'latin', 'america', 'own', 'retain']",4,624.0,989.0,939.0,957.0,467.0,2
9750,"['jurisdict', 'larg', 'amount', 'land', '15', 'crown', 'want', 'econom', 'valu', 'could', 'deriv', 'land', '19', 'moreov', 'take', 'land', 'crown', 'opportun', 'cut', 'physic']",4,717.0,1102.0,1044.0,729.0,678.0,2
9751,"['financi', 'crisi', '1804', 'crown', 'attempt', 'call', 'debt', 'owe', 'church', 'mainli', 'form', 'mortgag', 'hacienda', 'own', 'elit', 'act', 'consolid', 'simultan', 'threaten', 'wealth']",4,367.0,565.0,545.0,543.0,232.0,2
9752,"['church', 'whose', 'capit', 'mainli', 'lent', 'mortgag', 'well', 'threaten', 'financi', 'well-b', 'elit', 'depend', 'mortgag', 'acquir', 'keep', 'estat', 'shorten', 'repay', 'period', 'meant']",4,429.0,583.0,458.0,426.0,527.0,2
9753,"['mani', 'elit', 'face', 'bankruptci', '20', 'crown', 'also', 'sought', 'gain', 'access', 'benefic', 'elit', 'famili', 'set', 'asid', 'support', 'priest', 'often', 'famili', 'member']",4,917.0,984.0,936.0,934.0,763.0,1
9755,"['reform', 'mix', 'result', 'area', '—', 'cuba', 'río', 'de', 'la', 'plata', 'new', 'spain', '—', 'reform', 'posit', 'effect', 'improv', 'local', 'economi', 'effici']",4,633.0,853.0,1365.0,1158.0,835.0,3
9760,"['revolt', 'would', 'radic', 'lower', 'class', 'creol', 'quickli', 'stop', 'support', 'gener', 'violent', 'insurrect', 'benefit', 'social', 'chang', 'occur', 'system', 'spanish', 'crown', '24']",4,626.0,753.0,1053.0,1083.0,771.0,3
9763,"['financ', 'defens', 'increas', 'particip', 'militia', 'chilean-born', 'develop', 'odd', 'ideal', 'central', 'absolut', 'monarchi', 'spanish', 'also', 'formal', 'concess', 'strengthen', 'defens', 'chiloé', 'archipelago']",4,550.0,587.0,882.0,813.0,691.0,3
9764,"['spanish', 'author', 'promis', 'freedom', 'encomienda', 'indigen', 'local', 'settl', 'near', 'new', 'stronghold', 'ancud', 'found', '1768', 'contribut', 'defens', 'increas', 'local', 'organ', 'defens']",4,593.0,676.0,972.0,821.0,813.0,3
9765,"['factor', 'may', 'includ', 'enlighten', 'think', 'exampl', 'atlant', 'revolut', 'enlighten', 'spur', 'desir', 'social', 'econom', 'reform', 'spread', 'throughout', 'spanish', 'america', 'iberian', 'peninsula']",4,530.0,605.0,1014.0,1027.0,947.0,3
9766,"['idea', 'free', 'trade', 'physiocrat', 'econom', 'rais', 'enlighten', 'spain', 'spread', 'oversea', 'empir', 'homegrown', 'spanish', 'american', 'enlighten', 'polit', 'reform', 'implement', 'mani', 'constitut']",4,759.0,993.0,1338.0,1163.0,486.0,3
9769,"['joseph', 'throne', 'clear', 'solut', 'lack', 'king', 'follow', 'tradit', 'spanish', 'polit', 'theori', 'contractu', 'natur', 'monarchi', 'see', 'philosophi', 'law', 'francisco', 'suárez', 'peninsular']",4,706.0,905.0,1257.0,751.0,376.0,3
9771,"['impass', 'resolv', 'negoti', 'sever', 'junta', 'spain', 'count', 'particip', 'council', 'castil', 'led', 'creation', 'main', 'govern', 'suprem', 'central', 'government', 'junta', 'spain', 'indi']",4,460.0,601.0,1002.0,1061.0,350.0,3
9772,"['septemb', '25', '1808', 'agre', 'kingdom', 'peninsula', 'would', 'send', 'two', 'repres', 'suprem', 'central', 'junta', 'oversea', 'kingdom', 'would', 'send', 'one', 'repres', 'kingdom']",4,1137.0,1245.0,1194.0,1255.0,766.0,2
9773,"['defin', 'viceroyalti', 'new', 'spain', 'mexico', 'peru', 'new', 'granada', 'bueno', 'air', 'independ', 'captainci', 'gener', 'island', 'cuba', 'puerto', 'rico', 'guatemala', 'chile', 'provinc']",4,534.0,524.0,1002.0,1037.0,503.0,3
9775,"['whose', 'name', 'forward', 'capit', 'viceroyalti', 'captainci', 'gener', 'sever', 'import', 'larg', 'citi', 'left', 'without', 'direct', 'represent', 'suprem', 'junta', 'particular', 'quito', 'chuquisaca']",4,916.0,822.0,789.0,692.0,675.0,1
9776,"['saw', 'capit', 'kingdom', 'resent', 'subsum', 'larger', 'viceroyalti', 'peru', 'viceroyalti', 'río', 'de', 'la', 'plata', 'respect', 'unrest', 'led', 'establish', 'junta', 'citi', '1809']",4,628.0,696.0,802.0,771.0,341.0,3
9779,"['conven', 'extraordinari', 'gener', 'cort', 'spanish', 'nation', 'conven', 'cort', 'cádiz', 'plan', 'elect', 'cort', 'base', 'provinc', 'kingdom', 'equit', 'provid', 'time', 'determin', 'would']",4,780.0,816.0,1060.0,1086.0,637.0,3
9780,"['consid', 'oversea', 'provinc', '31', 'cort', 'cádiz', 'first', 'nation', 'assembl', 'claim', 'sovereignti', 'spain', '32', 'repres', 'abolit', 'old', 'kingdom', '33', 'open', 'session']",4,637.0,825.0,951.0,844.0,588.0,3
9781,"['held', '24', 'septemb', '1810', 'build', 'known', 'real', 'teatro', 'de', 'la', 'cort', 'sieg', 'french', 'armi', 'met', 'one', 'bodi', 'member', 'repres', 'entir']",4,800.0,1024.0,1255.0,1314.0,610.0,3
9783,"['junta', 'movement', 'success', 'new', 'granada', 'colombia', 'venezuela', 'chile', 'río', 'de', 'la', 'plata', 'argentina', 'less', 'success', 'though', 'seriou', 'movement', 'also', 'occur']",4,632.0,831.0,1156.0,1018.0,698.0,3
9784,"['central', 'america', 'ultim', 'central', 'america', 'along', 'new', 'spain', 'quito', 'ecuador', 'peru', 'upper', 'peru', 'bolivia', 'caribbean', 'philippin', 'island', 'remain', 'control', 'royalist']",4,616.0,620.0,1169.0,1195.0,785.0,3
9785,"['creation', 'junta', 'spanish', 'america', 'junta', 'suprema', 'de', 'caraca', 'april', '19', '1810', 'set', 'stage', 'fight', 'would', 'afflict', 'region', 'next', 'decad', 'half']",4,379.0,510.0,1140.0,967.0,546.0,3
9786,"['polit', 'fault', 'line', 'appear', 'often', 'caus', 'militari', 'conflict', 'one', 'hand', 'junta', 'challeng', 'author', 'royal', 'offici', 'whether', 'recogn', 'regenc', 'hand', 'royal']",4,927.0,1003.0,1110.0,992.0,617.0,3
9787,"['offici', 'spanish', 'american', 'desir', 'keep', 'empir', 'togeth', 'split', 'liber', 'support', 'effort', 'cort', 'conserv', 'often', 'call', 'absolutist', 'historiographi', 'want', 'see', 'innov']",4,597.0,854.0,945.0,1016.0,384.0,3
9788,"['govern', 'final', 'although', 'junta', 'claim', 'carri', 'action', 'name', 'depos', 'king', 'ferdinand', 'vii', 'creation', 'provid', 'opportun', 'peopl', 'favor', 'outright', 'independ', 'promot']",4,870.0,1057.0,1100.0,959.0,553.0,3
9791,"['prepar', 'mass', 'radic', 'chang', 'full', 'independ', 'eventu', 'would', 'entail', '37', 'nevertheless', 'even', 'area', 'río', 'de', 'la', 'plata', 'chile', 'less', 'maintain']",4,576.0,614.0,864.0,896.0,677.0,3
9792,"['de', 'facto', 'independ', 'peninsular', 'author', 'declar', 'independ', 'quit', 'year', 'later', '1816', '1818', 'respect', 'overal', 'despit', 'achiev', 'formal', 'de', 'facto', 'independ']",4,531.0,747.0,1173.0,1124.0,835.0,3
9795,"['movement', 'continu', 'declar', 'independ', 'spain', '1813', 'gutiérrez', '–', 'mage', 'expedit', 'joint', 'tejanos-u', 'volunt', 'expedit', 'form', 'louisiana', 'texa', 'independ', 'defeat', 'battl']",4,705.0,845.0,1088.0,1135.0,573.0,3
9796,"['medina', 'central', 'america', 'attempt', 'establish', 'junta', 'also', 'put', 'result', 'significantli', 'less', 'violenc', 'caribbean', 'island', 'like', 'philippin', 'side', 'world', 'rel', 'peac']",4,843.0,865.0,1145.0,1177.0,936.0,3
9798,"['granada', 'río', 'de', 'la', 'plata', '—', 'initi', 'prolong', 'period', 'balkan', 'mani', 'region', 'spanish', 'america', 'clear', 'polit', 'unit', 'replac', 'empir', 'new']",4,1070.0,1374.0,1671.0,1606.0,1085.0,3
9801,"['capit', 'former', 'viceroyalti', 'captainci', 'gener', 'much', 'peninsula', 'arm', 'conflict', 'broke', 'provinc', 'question', 'whether', 'citi', 'provinc', 'subordin', 'other', 'crown', 'phenomenon', 'particularli']",4,785.0,728.0,627.0,707.0,476.0,1
9802,"['evid', 'south', 'america', 'rivalri', 'also', 'led', 'region', 'adopt', 'opposit', 'polit', 'caus', 'chosen', 'rival', 'peru', 'seem', 'remain', 'strongli', 'royalist', 'larg', 'part']",4,1090.0,1148.0,1173.0,1138.0,1486.0,3
9803,"['rivalri', 'río', 'de', 'la', 'plata', 'lost', 'control', 'upper', 'peru', 'latter', 'elev', 'viceroyalti', '1776', 'creation', 'junta', 'río', 'de', 'la', 'plata', 'allow']",4,328.0,433.0,840.0,751.0,393.0,3
9804,"['underli', 'social', 'racial', 'tension', 'also', 'great', 'impact', 'natur', 'fight', 'rural', 'area', 'pit', 'urban', 'center', 'grievanc', 'author', 'found', 'outlet', 'polit', 'conflict']",4,950.0,964.0,807.0,830.0,978.0,1
9808,"['white', 'landown', 'class', 'bove', 'follow', 'often', 'disregard', 'command', 'spanish', 'offici', 'concern', 'actual', 're-establish', 'toppl', 'royal', 'govern', 'choos', 'instead', 'keep', 'real']",4,523.0,448.0,916.0,877.0,283.0,3
9817,"['south', 'america', 'new', 'granadan', 'venezuelan', 'patriot', 'leader', 'simón', 'bolívar', 'francisco', 'de', 'paula', 'santand', 'santiago', 'mariño', 'manuel', 'piar', 'josé', 'antonio', 'páez']",4,225.0,343.0,749.0,683.0,344.0,3
9818,"['carri', 'campaign', 'vast', 'orinoco', 'river', 'basin', 'along', 'caribbean', 'coast', 'often', 'materi', 'aid', 'come', 'curaçao', 'haiti', 'also', 'mention', 'upper', 'peru', 'guerrilla']",4,779.0,656.0,679.0,586.0,735.0,1
9819,"['march', '1814', 'follow', 'collaps', 'first', 'french', 'empir', 'ferdinand', 'vii', 'restor', 'spanish', 'throne', 'signifi', 'import', 'chang', 'sinc', 'polit', 'legal', 'chang', 'made']",4,1103.0,1494.0,1866.0,1567.0,747.0,3
9820,"['side', 'atlant', '—', 'myriad', 'junta', 'cort', 'spain', 'sever', 'congress', 'america', 'mani', 'constitut', 'new', 'legal', 'code', '—', 'made', 'name', 'enter', 'spanish']",4,872.0,964.0,1619.0,1333.0,955.0,3
9821,"['territori', 'ferdinand', 'made', 'loos', 'promis', 'cort', 'would', 'uphold', 'spanish', 'constitut', 'spain', 'realiz', 'signific', 'support', 'conserv', 'gener', 'popul', 'hierarchi', 'spanish', 'cathol']",4,652.0,819.0,1731.0,1291.0,740.0,3
9824,"['never', 'fulfil', 'news', 'event', 'arriv', 'spanish', 'america', 'next', 'three', 'week', 'nine', 'month', 'depend', 'time', 'took', 'good', 'peopl', 'travel', 'spain', '43']",4,595.0,762.0,1337.0,884.0,719.0,3
9828,"['instead', 'spanish', 'american', 'moder', 'decid', 'wait', 'see', 'would', 'come', 'restor', 'normalci', 'fact', 'area', 'new', 'spain', 'central', 'america', 'quito', 'governor', 'found']",4,704.0,722.0,1367.0,1266.0,943.0,3
9835,"['47', 'see', 'spanish', 'reconquest', 'new', 'granada', 'although', 'forc', 'crucial', 'retak', 'solidli', 'pro-independ', 'region', 'like', 'new', 'granada', 'soldier', 'eventu', 'spread', 'throughout']",4,847.0,896.0,1279.0,1384.0,809.0,3
9837,"['overal', 'european', 'form', 'tenth', 'royalist', 'armi', 'spanish', 'america', 'half', 'expeditionari', 'unit', 'deploy', 'america', 'sinc', 'european', 'soldier', 'casualti', 'replac', 'spanish', 'american']",4,451.0,644.0,1555.0,1650.0,571.0,3
9855,"['counter', 'advanc', 'pro-independ', 'forc', 'made', 'south', 'america', 'spain', 'prepar', 'second', 'larg', 'expeditionari', 'forc', '1819', 'forc', 'howev', 'never', 'left', 'spain', 'instead']",4,1060.0,1106.0,1754.0,1869.0,922.0,3
9858,"['northern', 'spain', 'quickli', 'spread', 'throughout', 'countri', 'march', '7', 'royal', 'palac', 'madrid', 'surround', 'soldier', 'command', 'gener', 'francisco', 'ballestero', 'three', 'day', 'later']",4,736.0,755.0,1136.0,1048.0,593.0,3
9861,"['chang', 'term', 'spanish', 'govern', 'sought', 'engag', 'insurg', 'new', 'govern', 'naiv', 'assum', 'insurg', 'fight', 'spanish', 'liber', 'spanish', 'constitut', 'could', 'still', 'basi']",4,614.0,669.0,1619.0,1611.0,582.0,3
9864,"['leader', 'led', 'establish', 'new', 'state', 'spanish', 'constitut', '1812', 'attempt', 'return', 'polici', 'spanish', 'govern', 'implement', 'habsburg', 'rule', '9', 'polici', 'gave', 'recogn']",4,773.0,1036.0,1719.0,1846.0,413.0,3
9865,"['spanish', 'coloni', 'territori', 'fellow', 'kingdom', 'equal', 'stand', 'spain', '9', 'polici', 'habsburg', 'moreov', 'allow', 'constant', 'revision', 'corrupt', 'sale', 'offic', 'provid', 'opportun']",4,469.0,558.0,1091.0,806.0,320.0,3
9866,"['grant', 'right', 'chang', 'polici', 'respond', 'demand', 'popul', '53', 'restor', 'spanish', 'constitut', 'repres', 'govern', 'enthusiast', 'welcom', 'new', 'spain', 'central', 'america', 'elect']",4,614.0,676.0,1338.0,1472.0,717.0,3
9868,"['lower', 'social', 'class', 'offer', 'opportun', 'enact', 'chang', 'power', 'would', 'believ', 'would', 'best', 'benefit', 'respect', 'territori', '9', 'among', 'liber', 'howev', 'fear']",4,1021.0,994.0,1080.0,1202.0,904.0,1
9869,"['new', 'regim', 'would', 'last', 'conserv', 'church', 'worri', 'new', 'liber', 'govern', 'would', 'expand', 'reform', 'anti-cler', 'legisl', 'yet', 'cort', 'cádiz', 'locat', 'spain']",4,799.0,985.0,1386.0,1474.0,691.0,3
9870,"['polit', 'econom', 'power', 'decis', 'local', 'spain', 'effect', 'give', 'control', 'coloni', 'latin', 'america', '9', 'tension', 'frustrat', 'mani', 'spanish-american', 'inabl', 'control', 'polit']",4,1079.0,1127.0,1280.0,1457.0,587.0,3
9873,"['iguala', 'independ', 'new', 'spain', 'call', 'mexican', 'empir', 'ferdinand', 'vii', 'anoth', 'bourbon', 'emperor', 'retent', 'cathol', 'church', 'offici', 'state', 'religion', 'protect', 'exist']",4,824.0,1361.0,1384.0,1253.0,417.0,3
9876,"['1', '1821', 'found', 'royalist', 'held', 'entir', 'countri', 'except', 'veracruz', 'mexico', 'citi', 'acapulco', 'sinc', 'time', ""o'donojú"", 'left', 'spain', 'cort', 'consid', 'greatli']",4,779.0,860.0,951.0,846.0,972.0,3
9879,"['spanish', 'cort', 'ferdinand', 'vii', 'reject', 'treati', 'córdoba', 'final', 'break', 'mother', 'countri', 'came', 'may', '19', '1822', 'mexican', 'congress', 'confer', 'throne', 'iturbid']",4,299.0,417.0,983.0,786.0,410.0,3
9883,"['unlik', 'new', 'spain', 'central', 'america', 'south', 'america', 'independ', 'spur', 'pro-independ', 'fighter', 'held', 'past', 'half', 'decad', 'josé', 'de', 'san', 'martín', 'simón']",4,411.0,559.0,1212.0,1102.0,617.0,3
9885,"['martín', 'concentr', 'build', 'naval', 'fleet', 'pacif', 'counter', 'spanish', 'control', 'water', 'reach', 'royalist', 'stronghold', 'lima', 'mid', '1820', 'san', 'martín', 'assembl', 'fleet']",4,392.0,361.0,909.0,682.0,234.0,3
9886,"['eight', 'warship', 'sixteen', 'transport', 'ship', 'command', 'admir', 'cochran', 'fleet', 'set', 'sail', 'valparaíso', 'paraca', 'southern', 'peru', 'septemb', '7', 'armi', 'land', 'paraca']",4,540.0,654.0,895.0,775.0,262.0,3
9888,"['authent', 'peruvian', 'revolt', 'spanish', 'rule', 'believ', 'otherwis', 'liber', 'would', 'ephemer', 'meantim', 'san', 'martín', 'engag', 'diplomaci', 'viceroy', 'joaquín', 'de', 'la', 'pezuela']",4,411.0,498.0,981.0,756.0,305.0,3
9891,"['bolívar', 'learn', 'collaps', 'cádiz', 'expedit', 'spent', 'year', '1820', 'prepar', 'liber', 'campaign', 'venezuela', 'bolívar', 'aid', ""spain'"", 'new', 'polici', 'seek', 'engag', 'insurg']",4,522.0,567.0,988.0,928.0,733.0,3
9892,"['morillo', 'implement', 'renounc', 'command', 'chief', 'return', 'spain', 'although', 'bolívar', 'reject', 'spanish', 'propos', 'patriot', 'rejoin', 'spain', 'spanish', 'constitut', 'two', 'side', 'establish']",4,528.0,592.0,1586.0,1181.0,454.0,3
9903,"['de', 'sucr', 'guayaquil', 'februari', '1821', 'year', 'sucr', 'unabl', 'take', 'quito', 'novemb', 'side', 'exhaust', 'sign', 'ninety-day', 'armistic', 'follow', 'year', 'battl', 'pichincha']",4,635.0,688.0,1079.0,993.0,1169.0,3
9914,"['provinc', 'río', 'de', 'la', 'plata', 'peru', 'gran', 'colombia', 'mexico', 'britain', 'wait', '1825', 'battl', 'ayacucho', 'recogn', 'mexico', 'gran', 'colombia', 'río', 'de']",4,276.0,361.0,779.0,757.0,194.0,3
9915,"['spanish', 'coastal', 'fortif', 'veracruz', 'callao', 'chiloé', 'foothold', 'resist', '1825', '1826', 'respect', 'follow', 'decad', 'royalist', 'guerrilla', 'continu', 'oper', 'sever', 'countri', 'spain']",4,409.0,497.0,967.0,857.0,375.0,3
